col,word,df,tf
7246,우리동네,3,3
7247,우리들,8,8
7248,우리은행,2,2
7249,우먼,2,2
7250,우산,4,4
7251,우선,3,3
7252,우선예매,2,2
7253,우송대학교,2,2
7254,우수상,7,7
7255,우승,38,42
7256,우승자,3,3
7257,우승했,3,3
7258,우승했으,2,2
7259,우영,2,2
7260,우정,3,3
7261,우주,3,3
7262,우주총동원,10,10
7263,우주항공,2,2
7264,우주항공청,2,3
7265,운동,4,4
7266,운명,3,3
7267,운영,45,46
7268,운영되,16,16
7269,운영되던,2,2
7270,운영된,4,4
7271,운영하,18,18
7272,운영했으,2,2
7273,운집,6,6
7274,운집했,4,4
7275,운집했다,2,2
7276,울릉,2,2
7277,울림,2,2
7278,울산,8,10
7279,웃으,2,2
7280,웃음,5,5
7281,웅장한,2,2
7282,워너블,2,2
7283,워너비,2,2
7284,워너원,49,53
7285,워니,2,2
7286,워리어스,3,3
7287,워싱턴dc,4,4
7288,워크돌,3,5
7289,워터밤,17,20
7290,원곡,4,4
7291,원곡자,2,2
7292,원년,3,3
7293,원대,2,3
7294,원더즈,2,2
7295,원동력,2,2
7296,원동력이라,2,2
7297,원래,4,4
7298,원문,7,7
7299,원빈,3,3
7300,원소주,11,19
7301,원슈타인,2,2
7302,원에,7,7
7303,원을,46,50
7304,원의,4,4
7305,원이,8,8
7306,원작,3,3
7307,원제,2,2
7308,원조,3,3
7309,원조가수,2,2
7310,원주,4,6
7311,원주시,2,2
7312,원필,4,4
7313,원희,9,10
7314,월간,13,14
7315,월간남친,3,3
7316,월드,27,27
7317,월드디지털송세일즈차트,2,2
7318,월드비전,2,2
7319,월드앨범차트,9,9
7320,월드와이드,6,6
7321,월드컵,7,7
7322,월드클래스,2,2
7323,월드투어,190,193
7324,월요일,2,2
7325,월화드라마,8,8
7326,웨이보,9,9
7327,웨이브,6,6
7328,웬디,7,7
7329,웹드라마,11,11
7330,웹시리즈,2,2
7331,웹예능,7,8
7332,웹툰,3,3
7333,위기,2,2
7334,위대한,2,2
7335,위대한탄생,5,5
7336,위드어스,3,3
7337,위버맨쉬,6,6
7338,위버멘쉬,4,4
7339,위버스,19,20
7340,위버스샵,7,7
7341,위상,8,8
7342,위생,2,2
7343,위성극장,2,2
7344,위스키,3,3
7345,위시,2,2
7346,위안,3,3
7347,위촉,118,119
7348,위촉돼,6,6
7349,위촉됐으,4,4
7350,위촉되,2,2
7351,위촉되었,15,15
7352,위촉되었으,2,2
7353,위촉된,2,2
7354,위촉식,13,13
7355,위촉패,2,2
7356,위촉하,2,2
7357,위촉해,5,5
7358,위촉했으,2,2
7359,위크,3,3
7360,위클리,10,10
7361,위키백,14,14
7362,위키백과,39,39
7363,위키트리,4,4
7364,위키피디아,2,2
7365,위한,46,47
7366,윈윈,8,8
7367,윈터,8,9
7368,윌다방,8,8
7369,유겸,5,5
7370,유기견,3,3
7371,유기묘,3,3
7372,유나,3,3
7373,유네스코,8,9
7374,유노윤호,14,16
7375,유니레버,3,3
7376,유니세프,7,9
7377,유니클,3,4
7378,유닛,22,23
7379,유닛별,2,2
7380,유대,11,11
7381,유래,2,2
7382,유럽,26,27
7383,유럽투어,3,3
7384,유료,12,13
7385,유리,3,3
7386,유명,7,7
7387,유명한,2,3
7388,유병재,2,2
7389,유사한,5,5
7390,유산균,2,3
7391,유아,4,5
7392,유애나,8,8
7393,유어,3,3
7394,유엔총회,2,2
7395,유일,5,5
7396,유일하게,5,5
7397,유일한,6,6
7398,유입,8,8
7399,유재석,7,7
7400,유제품,2,2
7401,유지,27,27
7402,유지되,3,3
7403,유지하,18,18
7404,유지함,3,3
7405,유지해왔,2,2
7406,유창하게,2,2
7407,유치,8,8
7408,유쾌한,2,2
7409,유퀴즈,6,6
7410,유타,2,2
7411,유통,5,5
7412,유튜버,10,10
7413,유튜브,232,254
7414,유학생,2,2
7415,유희열,11,11
7416,육박,2,2
7417,육박하,3,3
7418,육성,3,3
7419,육성재,8,8
7420,육아,2,2
7421,육아일기,2,2
7422,윤건,5,9
7423,윤계상,2,2
7424,윤도현,24,33
7425,윤도현밴드,6,6
7426,윤미래,3,3
7427,윤석열,2,2
7428,윤아,9,9
7429,윤은,3,3
7430,윤이,3,3
7431,윤종신,2,2
7432,윤하,25,27
7433,윤호,2,2
7434,으로,114,114
7435,은지원,5,6
7436,은퇴,9,9
7437,은평구,2,2
7438,은행,6,6
7439,은혁,4,5
7440,음료,12,12
7441,음반,132,143
7442,음반상,3,3
7443,음반이었,2,2
7444,음식,4,4
7445,음악,101,107
7446,음악감독,2,2
7447,음악계,2,2
7448,음악나탈리,18,18
7449,음악매체,4,4
7450,음악방송,62,70
7451,음악예능,2,2
7452,음악인,3,3
7453,음악적,2,2
7454,음악중심,12,12
7455,음악축제,2,2
7456,음악캠프,2,2
7457,음원,58,62
7458,음원사이트,4,4
7459,음원차트,21,21
7460,음주,3,3
7461,음주운전,4,4
7462,음향,2,2
7463,응답,2,2
7464,응답하라,3,3
7465,응모,4,6
7466,응원,18,18
7467,응원법,4,4
7468,응원봉,22,23
7469,의료,3,3
7470,의료비,3,3
7471,의료진,5,5
7472,의류,7,7
7473,의리,2,2
7474,의미,10,10
7475,의사,3,3
7476,의상,8,9
7477,의장,2,2
7478,의정부,9,10
7479,의지,3,3
7480,의해,11,11
7481,의혹,3,3
7482,이게,3,3
7483,이경규,2,2
7484,이곳,2,2
7485,이끄,2,2
7486,이끈,2,2
7487,이끌어내,2,2
7488,이끌어냈,7,7
7489,이끌어냈다,4,4
7490,이끌었,7,7
7491,이나경,2,2
7492,이날,2,2
7493,이내,2,2
7494,이는,79,79
7495,이니스프리,2,2
7496,이달,2,2
7497,이달의소녀,2,2
7498,이대휘,2,2
7499,이데일리,4,4
7500,이동,3,3
7501,이들,12,12
7502,이듬해,3,3
7503,이때,2,2
7504,이라,81,82
7505,이래,9,9
7506,이러지마,2,2
7507,이런,4,4
7508,이렇게,6,6
7509,이력,16,16
7510,이례적,10,10
7511,이례적인,13,13
7512,이로써,2,2
7513,이로하,10,10
7514,이룬,3,3
7515,이뤄지,2,2
7516,이뤘,2,2
7517,이뤘다,2,2
7518,이르,2,2
7519,이른,4,4
7520,이른바,4,4
7521,이를,27,27
7522,이름,70,71
7523,이름이,2,2
7524,이며,19,19
7525,이무진,2,2
7526,이문세,21,31
7527,이미,11,12
7528,이미지,21,22
7529,이번,10,10
7530,이벤트,37,38
7531,이별,5,5
7532,이상,190,208
7533,이상순,3,3
7534,이석훈,4,5
7535,이세계,2,2
7536,이소민,2,2
7537,이수,2,2
7538,이수현,10,12
7539,이슈,8,8
7540,이슈로,2,2
7541,이스탄불,9,11
7542,이스토라,3,3
7543,이승철,21,24
7544,이야기,11,11
7545,이어,70,70
7546,이어가,59,59
7547,이어간,2,2
7548,이어감,5,5
7549,이어갔,31,31
7550,이어오,5,5
7551,이어온,3,3
7552,이어왔,10,10
7553,이어왔으,2,2
7554,이어져,5,5
7555,이어졌,24,24
7556,이어졌다,6,6
7557,이어졌음,2,2
7558,이어지,32,32
7559,이어지자,2,2
7560,이어진,21,21
7561,이어질,3,3
7562,이어짐,7,7
7563,이었,2,2
7564,이었다,2,2
7565,이영지,63,67
7566,이영현,2,2
7567,이옴,2,2
7568,이용,3,3
7569,이용자,2,2
7570,이웃,2,2
7571,이원일,2,2
7572,이유,18,19
7573,이은,7,7
7574,이음,2,2
7575,이자,3,3
7576,이자벨마랑,2,2
7577,이재민,4,4
7578,이재원,2,2
7579,이재진,5,6
7580,이적,9,9
7581,이전,19,20
7582,이정신,2,2
7583,이제,2,2
7584,이제훈,2,2
7585,이종,2,2
7586,이중,2,2
7587,이즈,3,3
7588,이지안,2,2
7589,이찬원,38,38
7590,이찬혁,8,8
7591,이창섭,2,2
7592,이채영,4,5
7593,이커머스,5,5
7594,이쿠라와,2,2
7595,이쿠타,2,2
7596,이탈리아,7,7
7597,이태원,2,2
7598,이투데,2,2
7599,이틀,14,14
7600,이틀간,25,25
7601,이하,2,2
7602,이해리,4,4
7603,이행,5,6
7604,이혼,2,2
7605,이홍기,11,12
7606,이화여자대학교,2,2
7607,이효리,44,50
7608,인간,2,2
7609,인간극장,6,6
7610,인공와우,2,2
7611,인근,5,5
7612,인기,70,72
7613,인기가요,12,12
7614,인기곡,3,3
7615,인기상,7,7
7616,인기차트,2,2
7617,인도네시아,129,171
7618,인도네시아에서,2,2
7619,인도미,3,3
7620,인디,8,8
7621,인디밴드,3,3
7622,인물,16,16
7623,인사,17,17
7624,인사동,2,2
7625,인사말,4,4
7626,인산인해,2,2
7627,인생,10,10
7628,인수,2,2
7629,인순이,2,2
7630,인스타그램,24,26
7631,인스티즈,2,2
7632,인스파이어,12,12
7633,인식,2,2
7634,인연,11,11
7635,인용,6,6
7636,인용해,4,4
7637,인원,5,5
7638,인정,10,10
7639,인정받,3,3
7640,인정받아,3,3
7641,인정받았,15,15
7642,인정하,2,2
7643,인증,46,55
7644,인증서,2,2
7645,인지,12,12
7646,인지도,16,16
7647,인천,51,52
7648,인천대,3,3
7649,인천문학경기장,3,3
7650,인천아시아드주경기장,2,2
7651,인코드,2,3
7652,인터넷,3,3
7653,인터뷰,75,76
7654,인터파크,8,8
7655,인텔,3,3
7656,인포그래픽,2,2
7657,인포바,2,2
7658,인포바에,5,5
7659,인피니트,2,2
7660,인하대,2,2
7661,인하대학교,2,2
7662,인한,4,4
7663,일간,10,11
7664,일간스포츠,3,3
7665,일간지,6,6
7666,일간차트,4,6
7667,일곱,2,2
7668,일기장,2,2
7669,일단,2,2
7670,일대,7,7
7671,일렉트로닉,2,2
7672,일반,14,14
7673,일반예매,9,9
7674,일반판매,3,3
7675,일본,371,459
7676,일본레코드협회,2,2
7677,일본어,19,21
7678,일본어판,2,2
7679,일본에서,10,10
7680,일본인,8,9
7681,일부,21,21
7682,일산,2,2
7683,일상,14,14
7684,일시,2,2
7685,일어나,2,2
7686,일었,2,2
7687,일요일,7,8
7688,일원,3,3
7689,일으켰,5,5
7690,일을,3,3
7691,일자리,2,2
7692,일정,48,48
7693,일정표,4,4
7694,일제히,3,3
7695,일주일,7,7
7696,일품진,2,2
7697,일화,4,4
7698,일환,20,20
7699,잃은,2,2
7700,임나영,2,2
7701,임명,6,6
7702,임시,2,2
7703,임영웅,60,65
7704,임을,3,3
7705,임진강,2,2
7706,임팩트,6,6
7707,입고,3,3
7708,입는,3,3
7709,입담,3,3
7710,입대,12,12
7711,입대해,4,4
7712,입생로랑,2,2
7713,입성,6,6
7714,입실렌티,2,2
7715,입은,3,3
7716,입장,11,11
7717,입점,2,2
7718,입증,39,39
7719,입증함,4,4
7720,입증했다,5,5
7721,입지,8,8
7722,잇는,7,7
7723,잇다,2,2
7724,잇단,2,2
7725,잇달아,10,10
7726,잇따라,9,9
7727,잇츠,2,2
7728,있게,7,7
7729,있고,2,2
7730,있던,4,4
7731,있도록,2,2
7732,있어,21,22
7733,있었,10,10
7734,있었는데,2,2
7735,있었다,3,3
7736,있었음,3,3
7737,있으,31,31
7738,있으나,4,4
7739,있을,6,6
7740,있음,57,57
7741,있지,7,9
7742,잊을,2,2
7743,잊지,8,8
7744,잎새주,3,3
7745,자격,4,4
7746,자동차,3,3
7747,자란,2,2
7748,자랑,2,2
7749,자료,2,2
7750,자리,14,15
7751,자리매김,8,8
7752,자리매김함,3,3
7753,자리매김했다,2,2
7754,자리잡,4,4
7755,자리잡았,5,5
7756,자리잡음,3,3
7757,자립,2,2
7758,자막,2,2
7759,자발적,8,8
7760,자사,6,6
7761,자산,2,2
7762,자선,6,6
7763,자신,50,50
7764,자신들,4,4
7765,자연스러운,2,2
7766,자외선,2,2
7767,자이언티,6,6
7768,자작곡,5,5
7769,자전거,2,3
7770,자정,2,2
7771,자제,2,2
7772,자주,3,3
7773,자체,70,71
7774,자체적,4,4
7775,자축,2,2
7776,자카르타,114,119
7777,자택,2,2
7778,자필,2,2
7779,작가,3,3
7780,작곡,14,15
7781,작사,10,10
7782,작업,7,7
7783,작업한,2,2
7784,작은,7,7
7785,작품,15,15
7786,잔나비,24,32
7787,잘하,2,2
7788,잠실,4,4
7789,잠실실내체육관,12,12
7790,잠실종합운동장,3,3
7791,잠정,3,3
7792,잡았다,2,2
7793,잡지,2,2
7794,잡혀,2,2
7795,장공장장,2,2
7796,장관,2,2
7797,장구,3,3
7798,장기,11,11
7799,장기간,16,16
7800,장기적,2,2
7801,장기하,2,2
7802,장까지,2,2
7803,장당,2,2
7804,장르,14,14
7805,장만월,2,2
7806,장면,20,20
7807,장미,3,3
7808,장병,2,2
7809,장소,9,9
7810,장수,2,2
7811,장수원,2,2
7812,장식,12,12
7813,장식했다,2,2
7814,장악했다,2,2
7815,장애인,3,3
7816,장애인체육회,2,2
7817,장에,4,4
7818,장우혁,2,2
7819,장원영,5,5
7820,장윤정,23,26
7821,장으,6,6
7822,장을,66,69
7823,장의,5,5
7824,장이,22,22
7825,장이싱,8,8
7826,장충체육관,12,12
7827,장학금,3,4
7828,장흥,2,2
7829,재개,12,12
7830,재개할,2,2
7831,재개했으,2,2
7832,재결성,2,2
7833,재결합,68,72
7834,재결합한,4,4
7835,재결합해,4,4
7836,재계약,12,15
7837,재고,2,2
7838,재능기부,4,4
7839,재단,7,7
7840,재민,3,3
7841,재방문,9,9
7842,재생,3,3
7843,재외동포,3,3
7844,재위촉,6,6
7845,재조명,3,3
7846,재조명되,2,2
7847,재조명받,2,2
7848,재조직,3,3
7849,재차,8,8
7850,재출연,2,2
7851,재판매,2,2
7852,재팬,23,26
7853,재편,2,2
7854,재해,2,2
7855,재현,3,3
7856,재확인,7,7
7857,재확인시켰다,2,2
7858,재확인함,3,3
7859,재회,4,4
7860,재회해,2,2
7861,잭스키스,2,2
7862,잭슨,15,15
7863,저녁,2,2
7864,저동항,2,2
7865,저변,3,3
7866,저소득,8,8
7867,저소득층,4,4
7868,저스투,2,2
7869,저스틴,4,4
7870,저작권,7,8
7871,저작권료,2,2
7872,적극,3,3
7873,적극적,2,2
7874,적극적인,2,2
7875,적이,4,5
7876,적자,2,2
7877,적힌,2,2
7878,전개,17,17
7879,전개한다,2,2
7880,전격,2,2
7881,전곡,3,3
7882,전곡항,2,2
7883,전광판,3,3
7884,전국,66,69
7885,전국구,2,2
7886,전국노래자랑,6,6
7887,전국반짝투어,2,2
7888,전국장애인체육대회,2,2
7889,전국재해구호협회,5,5
7890,전국적,2,2
7891,전국체육대회,2,2
7892,전국투어,64,65
7893,전날,3,3
7894,전남,7,7
7895,전년,21,24
7896,전달,13,13
7897,전달될,2,2
7898,전달하,3,3
7899,전달했으,3,3
7900,전담,4,4
7901,전당,5,5
7902,전라남,6,7
7903,전라남도,2,2
7904,전람회,2,2
7905,전략,10,12
7906,전량,16,16
7907,전례,2,2
7908,전망,3,3
7909,전면,3,3
7910,전문,13,13
7911,전문매체,7,7
7912,전반,14,14
7913,전복,3,3
7914,전부,6,6
7915,전부터,7,7
7916,전북,8,8
7917,전북대학교,4,4
7918,전석,139,139
7919,전설,10,10
7920,전설적인,2,2
7921,전성기,3,3
7922,전성시대,4,4
7923,전소미,7,9
7924,전속,25,25
7925,전속계약,24,24
7926,전속모델,8,8
7927,전시,15,18
7928,전시회,3,6
7929,전액,9,9
7930,전에,4,4
7931,전역,13,14
7932,전용,14,14
7933,전원,40,40
7934,전월,3,3
7935,전유진,2,2
7936,전인,10,10
7937,전자신문,4,4
7938,전작,8,8
7939,전재,2,2
7940,전쟁,12,12
7941,전주,16,17
7942,전지적,13,13
7943,전참시,2,2
7944,전체,28,28
7945,전통,7,8
7946,전통주,2,2
7947,전하,17,17
7948,전한,7,7
7949,전함,8,8
7950,전해,5,5
7951,전해졌,4,4
7952,전해진,2,2
7953,전했,74,76
7954,전현무,4,4
7955,전환,6,7
7956,전회차,2,2
7957,절차,8,8
7958,젊은,5,5
7959,점도,2,2
7960,점수,2,2
7961,점에,7,7
7962,점유율,4,4
7963,점은,2,2
7964,점을,5,5
7965,점이,8,8
7966,점핑보아,5,5
7967,접근,2,2
7968,접속,5,6
7969,접점,16,16
7970,접한,2,2
7971,정가,8,8
7972,정관장,3,3
7973,정교한,2,2
7974,정국,5,6
7975,정규,77,79
7976,정규앨범,29,29
7977,정글,4,4
7978,정기,3,3
7979,정기적,6,6
7980,정도,43,44
7981,정도였,2,2
7982,정동원,41,42
7983,정동원길,2,2
7984,정례,3,3
7985,정리,23,23
7986,정리하,3,3
7987,정리한,5,5
7988,정리해,2,2
7989,정말,11,11
7990,정범식,2,2
7991,정보,23,23
7992,정부,12,12
7993,정산,2,2
7994,정상,21,21
7995,정상곡,2,2
7996,정상급,2,2
7997,정상회,4,5
7998,정샘물,2,2
7999,정서적,2,2
8000,정식,33,34
8001,정신,2,2
8002,정연,3,3
8003,정용화,14,15
8004,정원,5,5
8005,정원삼,2,2
8006,정원초,3,3
8007,정은지,7,7
8008,정재형,2,2
8009,정착,2,2
8010,정찬우,2,2
8011,정채연,5,6
8012,정책,8,8
8013,정체성,9,9
8014,정한,2,2
8015,정형돈,4,4
8016,정화,2,2
8017,정확한,3,3
8018,정황,2,2
8019,제17회,2,2
8020,제1회,3,3
8021,제2,2,2
8022,제24회,2,2
8023,제25회,3,3
8024,제26회,2,2
8025,제28회,6,6
8026,제29회,2,2
8027,제2회,3,3
8028,제36회,2,2
8029,제37회,2,2
8030,제40회,2,2
8031,제48차,3,3
8032,제5회,2,2
8033,제60회,2,2
8034,제62회,2,2
8035,제7회,2,2
8036,제9대,2,2
8037,제고,3,3
8038,제공,16,16
8039,제공하,4,4
8040,제나,5,5
8041,제니,12,12
8042,제대,7,7
8043,제막식,3,3
8044,제목,31,32
8045,제발,2,2
8046,제시,5,5
8047,제시카,3,3
8048,제안,4,4
8049,제안했,2,2
8050,제약,2,2
8051,제왕,2,2
8052,제외,6,6
8053,제이비,5,5
8054,제이홉,8,8
8055,제일,2,2
8056,제임스,7,7
8057,제임슨,2,2
8058,제작,38,39
8059,제작발표회,2,2
8060,제작사,3,4
8061,제작자,2,2
8062,제작진,3,3
8063,제작하,3,3
8064,제작한,4,4
8065,제작해,8,8
8066,제주,10,17
8067,제쳤,2,2
8068,제치,11,11
8069,제품,21,21
8070,제하,2,2
8071,제한,6,6
8072,젝스키스,27,28
8073,젝키,2,3
8074,젠틀맨,2,2
8075,조건,3,3
8076,조기,2,2
8077,조립식,2,2
8078,조명,30,30
8079,조명받았,2,2
8080,조명하,6,6
8081,조비,2,2
8082,조사,14,14
8083,조선대학교,3,3
8084,조성,2,2
8085,조성돼,2,2
8086,조성했으,2,2
8087,조세호,3,3
8088,조슈아,8,8
8089,조언,2,2
8090,조연,4,4
8091,조용필,30,31
8092,조용히,2,2
8093,조율,2,2
8094,조이,8,9
8095,조직,6,6
8096,조직적,8,8
8097,조직해왔,2,2
8098,조직화,2,2
8099,조형물,2,2
8100,조회,4,4
8101,조회수,89,95
8102,존경심,2,2
8103,존경하,2,2
8104,존재,7,7
8105,존재감,8,9
8106,존중,2,2
8107,졸업,4,4
8108,종료,20,23
8109,종료된,2,2
8110,종목,2,2
8111,종영한,2,2
8112,종전,2,2
8113,종편,2,2
8114,종합,13,13
8115,종현,6,6
8116,종호,3,4
8117,좋냐,3,3
8118,좋다,5,5
8119,좋아,5,5
8120,좋아요,4,4
8121,좋아하,6,6
8122,좋은,5,5
8123,좌석,22,24
8124,좌석별,2,2
8125,죄와,2,2
8126,주가,4,5
8127,주간,26,33
8128,주간아이돌,12,12
8129,주간차트,4,4
8130,주거,3,3
8131,주거환경,2,2
8132,주경기장,5,5
8133,주관,3,3
8134,주기,3,3
8135,주도,8,8
8136,주류,8,8
8137,주말,4,4
8138,주말드라마,2,2
8139,주목,5,5
8140,주목받,4,4
8141,주목받았,5,5
8142,주목할,2,2
8143,주문,3,3
8144,주민,4,4
8145,주민들,4,4
8146,주시,2,2
8147,주얼리,4,4
8148,주에,2,2
8149,주연,42,49
8150,주연한,2,2
8151,주요,39,40
8152,주은,2,2
8153,주인,6,6
8154,주인공,10,10
8155,주자,3,3
8156,주저하,4,4
8157,주제,5,5
8158,주제가,5,5
8159,주제곡,3,4
8160,주최,14,14
8161,주최사,2,2
8162,주최하,2,2
8163,주최한,3,3
8164,죽음,2,3
8165,죽전캠퍼스,2,2
8166,준비,16,16
8167,준비하,4,4
8168,준비한,6,6
8169,준우승,4,4
8170,줄게,3,3
8171,중계,4,4
8172,중국,69,81
8173,중국계,2,2
8174,중국어,8,8
8175,중남미,5,6
8176,중년,2,2
8177,중단,8,8
8178,중단하,3,3
8179,중단한다,2,2
8180,중독,3,3
8181,중독된,2,2
8182,중심,16,16
8183,중앙대,2,2
8184,중에,7,7
8185,중요성,2,2
8186,중요한,2,2
8187,중이,37,37
8188,중이던,2,2
8189,중이라,8,8
8190,중인,9,9
8191,중임,4,4
8192,중장년층,4,4
8193,중화권,14,14
8194,줬다,2,3
8195,쥐뿔,5,5
8196,즉각,5,5
8197,즉각적인,4,4
8198,즉시,18,18
8199,즐거운,4,4
8200,즐거워,2,2
8201,즐기,3,3
8202,증가,14,17
8203,증가하,2,2
8204,증가한,4,4
8205,증가했,4,4
8206,증가했다,3,3
8207,증가했으,4,4
8208,증명,3,3
8209,증정,2,2
8210,지구,2,2
8211,지구미,6,7
8212,지구영상제,2,2
8213,지구오락실,2,2
8214,지금,8,8
8215,지기,2,2
8216,지나,4,4
8217,지난,19,19
8218,지난달,2,2
8219,지난해,6,6
8220,지누션,3,3
8221,지니,8,8
8222,지닌,2,2
8223,지드래곤,71,73
8224,지르,2,2
8225,지명,4,4
8226,지민,8,9
8227,지바,4,4
8228,지방,17,17
8229,지방시,4,4
8230,지부,3,3
8231,지붕킥,2,3
8232,지상파,21,23
8233,지속,18,18
8234,지속되,2,2
8235,지속적,39,39
8236,지속적인,11,11
8237,지속하,7,7
8238,지수,14,14
8239,지역,137,145
8240,지역경제,3,3
8241,지역별,2,2
8242,지역사회,7,7
8243,지역에서,2,2
8244,지역축제,3,3
8245,지오디,5,5
8246,지우,2,2
8247,지원,44,51
8248,지원사격,3,3
8249,지원자,3,3
8250,지원하,5,5
8251,지원한,3,3
8252,지위,3,3
8253,지자체,14,14
8254,지정,2,2
8255,지젤,8,9
8256,지지,30,30
8257,지진,7,7
8258,지친,2,2
8259,지칭,4,4
8260,지켜츄,2,2
8261,지켰,4,4
8262,지코,50,52
8263,지키,2,2
8264,지킬,2,2
8265,지평선,3,3
8266,지표,7,7
8267,지하철,8,8
8268,지호,3,3
8269,지회,2,3
8270,지효,7,7
8271,직속,2,2
8272,직원,4,4
8273,직장,2,2
8274,직장인들,5,6
8275,직전,6,6
8276,직접,81,82
8277,직접소비,2,2
8278,직접적,4,4
8279,직캠,7,7
8280,직후,30,31
8281,직후인,3,3
8282,진도,7,10
8283,진도군,12,14
8284,진솔한,3,3
8285,진실,2,2
8286,진심,2,2
8287,진영,5,5
8288,진의,2,2
8289,진입,66,69
8290,진입하,3,3
8291,진입한,4,4
8292,진입해,7,7
8293,진입했,4,4
8294,진입했다,3,3
8295,진입했으,8,8
8296,진정,2,2
8297,진주시,4,6
8298,진짜,11,11
8299,진출,25,25
8300,진출해,3,3
8301,진행,170,172
8302,진행돼,2,2
8303,진행됐,2,2
8304,진행됐다,3,3
8305,진행되,5,5
8306,진행되었,4,4
8307,진행되었으,2,2
8308,진행된,9,9
8309,진행된다,2,2
8310,진행자,12,12
8311,진행하,9,9
8312,진행한,12,13
8313,진행한다,5,5
8314,진행할,3,3
8315,진행함,6,6
8316,진행해,7,7
8317,진행했,8,8
8318,진행했는데,2,2
8319,진행했다,7,7
8320,진행했으,11,11
8321,질문,2,2
8322,짐빔,3,3
8323,집결,2,2
8324,집계,33,34
8325,집계되었,3,3
8326,집계된,5,5
8327,집단,2,2
8328,집사부일체,3,3
8329,집에,3,3
8330,집중호우,3,3
8331,짓이,3,3
8332,짚었,2,2
8333,짠짜라,2,2
8334,짧은,3,3
8335,쯔위,9,11
8336,찍은,2,2
8337,찐밤팅,3,3
8338,찐이야,4,4
8339,찐팬,2,2
8340,차단,3,3
8341,차례,22,22
8342,차린건,5,5
8343,차세대,4,4
8344,차에,4,4
8345,차원,7,7
8346,차이,3,3
8347,차쥐뿔,2,2
8348,차지,72,72
8349,차지한,5,6
8350,차지해,2,2
8351,차지했,8,8
8352,차지했다,5,5
8353,차지했으,13,13
8354,차트,220,250
8355,차트에서,10,10
8356,차트인,9,10
8357,착용,3,3
8358,착한팬클럽,3,3
8359,찬가,2,2
8360,찬란하,5,5
8361,찬란한,2,2
8362,찬스,9,9
8363,찬스타,3,3
8364,찬열,5,7
8365,찰리,2,2
8366,찰스엔터,2,2
8367,참가,5,5
8368,참가자,10,11
8369,참가해,6,6
8370,참견,12,12
8371,참고,3,3
8372,참석,22,22
8373,참석하,4,4
8374,참석한,3,3
8375,참석해,9,9
8376,참석했으,3,3
8377,참여,161,162
8378,참여시켰,5,5
8379,참여하,7,7
8380,참여한,14,14
8381,참여해,23,23
8382,참여했,4,4
8383,참여했다,7,7
8384,참여했으,10,10
8385,참여형,4,4
8386,찼다,4,4
8387,창구,2,2
8388,창단,3,3
8389,창립,9,9
8390,창사,2,2
8391,창원,6,7
8392,창출,3,3
8393,창출하,2,2
8394,창출함,2,2
8395,찾기,2,2
8396,찾아,9,9
8397,찾았,2,2
8398,채널,132,148
8399,채널a,8,8
8400,채동하,3,3
8401,채영,7,7
8402,채우,3,3
8403,채운,4,4
8404,채움,2,2
8405,채웠,4,4
8406,책임감,2,2
8407,책정,2,2
8408,챌린지,8,8
8409,챙기,2,2
8410,챙기자,2,2
8411,처음,64,64
8412,처음이라,2,2
8413,천국보,3,3
8414,천옥,2,2
8415,천우희,3,3
8416,철거,2,2
8417,철원,3,3
8418,첫날,24,24
8419,첫날에,3,3
8420,첫눈,3,3
8421,첫주,7,7
8422,청년,9,9
8423,청년층,2,2
8424,청소년,19,21
8425,청순,2,2
8426,청와대,3,3
8427,청주,4,4
8428,청춘,4,4
8429,청취자,3,3
8430,청하,41,43
8431,체결,17,17
8432,체결했다,2,2
8433,체결했으,2,2
8434,체계,4,4
8435,체계적,2,2
8436,체류,3,3
8437,체제,15,15
8438,체조경기장,6,6
8439,체질,2,2
8440,체크인,2,2
8441,체크카드,2,2
8442,체험,3,3
8443,첸백시,2,2
8444,초고속,16,16
8445,초과,3,3
8446,초기,18,19
8447,초대,9,9
8448,초대가수,2,2
8449,초대해,3,3
8450,초대형,2,2
8451,초동,84,101
8452,초록우산,4,4
8453,초록우산어린이재단,5,5
8454,초반,2,2
8455,초부터,9,9
8456,초청,13,13
8457,초청해,2,2
8458,초콜릿,2,2
8459,촉진,2,2
8460,촌뜨기들,2,2
8461,총공,2,2
8462,총괄,3,4
8463,총매출,2,2
8464,총학생회,2,2
8465,촬영,38,38
8466,촬영한,7,7
8467,촬영했다,2,2
8468,최강창민,11,11
8469,최고,124,128
8470,최고액,3,3
8471,최고치,3,3
8472,최근,13,13
8473,최다,68,69
8474,최다인,5,5
8475,최단,22,22
8476,최단기간,6,6
8477,최대,36,36
8478,최소,5,5
8479,최속,3,3
8480,최수민,2,2
8481,최시원,2,2
8482,최신,4,4
8483,최애,4,4
8484,최연소,6,6
8485,최예나,37,40
8486,최우수,8,8
8487,최우수상,3,3
8488,최자,3,3
8489,최자로드,2,2
8490,최장,6,6
8491,최장수,2,2
8492,최저,4,4
8493,최정훈,7,9
8494,최종,30,30
8495,최종편,2,2
8496,최종회,3,3
8497,최초,265,281
8498,최초이자,2,2
8499,추가,49,50
8500,추며,2,2
8501,추산,5,5
8502,추석,7,7
8503,추석특집,2,2
8504,추성훈,3,3
8505,추억,15,15
8506,추적,5,5
8507,추적하,3,3
8508,추정,13,14
8509,추정된,3,3
8510,추진,5,5
