col,word,df,tf
9582,이채영,4,5
9583,이카루스m,2,2
9584,이커머스,10,10
9585,이쿠라,2,2
9586,이쿠라와,2,2
9587,이쿠타,2,2
9588,이탈,2,2
9589,이탈리아,10,10
9590,이태원,5,5
9591,이터널,2,2
9592,이투데,2,2
9593,이특,2,3
9594,이틀,19,19
9595,이틀간,35,35
9596,이틀째,2,2
9597,이플러스,2,2
9598,이하,3,3
9599,이해리,4,4
9600,이행,6,7
9601,이혼,4,4
9602,이홍기,19,20
9603,이화여자대학교,5,5
9604,이효리,96,107
9605,익명,2,2
9606,익숙한,2,2
9607,인간,3,3
9608,인간극장,8,8
9609,인공와우,2,2
9610,인근,8,8
9611,인기,104,108
9612,인기가요,19,20
9613,인기곡,5,5
9614,인기상,9,9
9615,인기차트,3,3
9616,인도,17,19
9617,인도네시아,151,204
9618,인도네시아어,2,3
9619,인도네시아에서,2,2
9620,인도미,3,3
9621,인디,10,10
9622,인디밴드,6,6
9623,인디펜던트,2,2
9624,인맥,2,2
9625,인물,29,29
9626,인물이라,2,2
9627,인사,28,29
9628,인사동,2,2
9629,인사들,2,2
9630,인사말,5,5
9631,인사했다,2,2
9632,인산인해,2,2
9633,인상,3,3
9634,인생,21,22
9635,인수,2,2
9636,인순이,2,2
9637,인스타그램,38,40
9638,인스티즈,2,2
9639,인스파이어,20,20
9640,인식,2,2
9641,인연,19,19
9642,인용,11,11
9643,인용해,17,17
9644,인원,6,6
9645,인정,12,12
9646,인정받,4,4
9647,인정받아,6,6
9648,인정받았,16,16
9649,인정하,2,2
9650,인종차별,2,2
9651,인증,48,57
9652,인증서,2,2
9653,인지,13,13
9654,인지도,22,22
9655,인천,64,65
9656,인천국제공항,2,2
9657,인천문학경기장,8,8
9658,인천아시아드주경기장,4,4
9659,인코드,2,3
9660,인터넷,6,6
9661,인터랙티브,4,4
9662,인터뷰,145,146
9663,인터뷰어,2,2
9664,인터파크,11,12
9665,인텔,7,8
9666,인포바,3,3
9667,인포바에,5,5
9668,인프라,2,2
9669,인피니트,2,2
9670,인하대,2,2
9671,인하대학교,2,2
9672,인한,6,6
9673,인해,2,2
9674,인형,2,2
9675,일간,12,13
9676,일간스포츠,7,7
9677,일간지,12,12
9678,일간차트,3,5
9679,일간투데이,2,2
9680,일곱,4,4
9681,일기장,2,2
9682,일년,6,7
9683,일단,2,2
9684,일대,11,11
9685,일렉트로닉,3,3
9686,일리네어레코즈,2,2
9687,일명,2,2
9688,일반,17,17
9689,일반예매,14,14
9690,일반판매,3,3
9691,일본,596,790
9692,일본레코드협회,2,2
9693,일본어,52,57
9694,일본어판,18,18
9695,일본에서,16,16
9696,일본인,17,19
9697,일부,29,29
9698,일산,4,4
9699,일상,21,21
9700,일시,2,2
9701,일어나,3,3
9702,일었,2,2
9703,일었다,5,5
9704,일요일,7,8
9705,일원,3,3
9706,일으켰,5,5
9707,일으켰다,3,3
9708,일으킨,3,3
9709,일을,2,2
9710,일일,8,8
9711,일자,3,3
9712,일자리,2,2
9713,일정,68,68
9714,일정표,4,4
9715,일제히,4,4
9716,일주일,11,11
9717,일찍,2,2
9718,일품진,2,2
9719,일화,15,15
9720,일환,41,41
9721,일훈,2,2
9722,잃은,3,3
9723,임나영,3,3
9724,임명,7,7
9725,임시,3,3
9726,임영웅,84,90
9727,임을,4,4
9728,임진강,2,2
9729,임팩트,7,7
9730,입고,7,7
9731,입는,3,3
9732,입담,3,3
9733,입대,22,22
9734,입대해,6,6
9735,입대했으,2,2
9736,입문,2,2
9737,입상,3,3
9738,입생로랑,3,3
9739,입성,6,6
9740,입성해,2,2
9741,입실렌티,2,2
9742,입원,2,2
9743,입은,6,6
9744,입장,15,15
9745,입점,2,2
9746,입증,41,41
9747,입증함,4,4
9748,입증했다,8,8
9749,입지,11,11
9750,잇는,7,7
9751,잇다,2,2
9752,잇단,2,2
9753,잇달아,14,14
9754,잇따라,11,11
9755,잇츠,2,2
9756,있게,11,11
9757,있고,4,4
9758,있나,2,2
9759,있던,6,6
9760,있도록,5,5
9761,있어,49,50
9762,있었,16,16
9763,있었는데,2,2
9764,있었다,7,7
9765,있었던,2,2
9766,있었으,3,3
9767,있었음,3,3
9768,있었지,2,2
9769,있으,52,52
9770,있으나,4,4
9771,있을,7,7
9772,있음,77,77
9773,있지,13,15
9774,잊을,3,3
9775,잊지,11,11
9776,잎새주,3,3
9777,자격,6,6
9778,자긍심,3,3
9779,자기관리,2,2
9780,자녀,2,2
9781,자동차,5,5
9782,자란,2,2
9783,자랐,3,3
9784,자랑,3,3
9785,자랑스럽게,2,2
9786,자료,6,6
9787,자리,26,27
9788,자리매김,9,9
9789,자리매김함,3,3
9790,자리매김했다,5,5
9791,자리잡,4,4
9792,자리잡았,5,5
9793,자리잡음,3,3
9794,자립,5,5
9795,자립준비청년,3,3
9796,자막,2,2
9797,자발적,11,11
9798,자부심,2,2
9799,자사,10,10
9800,자산,3,3
9801,자선,8,8
9802,자선공연,3,3
9803,자선단체,2,2
9804,자신,96,97
9805,자신감,5,5
9806,자신들,7,7
9807,자신만,3,3
9808,자아,2,2
9809,자연스러운,4,4
9810,자연스럽게,2,2
9811,자외선,3,3
9812,자원봉사,3,3
9813,자유롭게,2,2
9814,자유시보,2,2
9815,자이,3,3
9816,자이글,2,2
9817,자이글on,3,3
9818,자이언티,31,33
9819,자작곡,11,11
9820,자전거,2,3
9821,자정,3,3
9822,자제,4,4
9823,자주,4,4
9824,자체,84,86
9825,자체적,7,7
9826,자축,3,3
9827,자카르타,119,124
9828,자켓,2,2
9829,자택,2,2
9830,자필,3,3
9831,작가,4,4
9832,작곡,33,34
9833,작곡가,3,3
9834,작곡한,4,4
9835,작별,2,3
9836,작사,28,28
9837,작사한,2,2
9838,작성자,2,2
9839,작업,17,18
9840,작업한,4,4
9841,작은,9,10
9842,작품,25,26
9843,작품이,2,2
9844,잔나비,47,56
9845,잔잔한,2,2
9846,잘못,5,5
9847,잘하,3,3
9848,잠시,2,2
9849,잠실,5,5
9850,잠실실내체육관,17,17
9851,잠실종합운동장,4,4
9852,잠실주경기장,2,2
9853,잠실학생체육관,2,2
9854,잠정,5,5
9855,잡았다,2,2
9856,잡지,3,3
9857,잡혀,2,2
9858,장공장장,2,2
9859,장관,2,2
9860,장구,5,5
9861,장기,13,13
9862,장기간,16,16
9863,장기적,2,2
9864,장기하,3,3
9865,장까지,2,2
9866,장당,2,2
9867,장르,21,21
9868,장만월,2,2
9869,장면,29,30
9870,장문,3,3
9871,장미,3,3
9872,장벽,2,2
9873,장병,2,2
9874,장소,13,13
9875,장수,2,2
9876,장수원,2,2
9877,장시간,2,2
9878,장식,17,17
9879,장식했다,2,2
9880,장식했으,3,3
9881,장악했다,2,2
9882,장애인,9,9
9883,장애인체육회,2,2
9884,장에,4,4
9885,장우혁,5,5
9886,장원영,8,8
9887,장윤정,59,66
9888,장으,7,7
9889,장을,78,81
9890,장의,9,9
9891,장이,35,35
9892,장이싱,13,13
9893,장인,2,2
9894,장충체육관,17,17
9895,장학금,8,9
9896,장흥,2,2
9897,재개,19,19
9898,재개한다,2,2
9899,재개할,2,2
9900,재개했다,3,3
9901,재개했으,2,2
9902,재결성,3,3
9903,재결합,92,97
9904,재결합한,6,6
9905,재결합해,6,6
9906,재계약,20,23
9907,재계약하지,2,2
9908,재계약했다,2,2
9909,재계약했으,4,4
9910,재고,2,2
9911,재고전문몰,2,2
9912,재능,3,3
9913,재능기부,5,5
9914,재단,8,9
9915,재데뷔,2,2
9916,재데뷔해,2,2
9917,재미,2,2
9918,재민,5,5
9919,재밌,2,2
9920,재발매,2,2
9921,재방문,14,14
9922,재생,5,5
9923,재외동포,3,3
9924,재위촉,6,6
9925,재조명,5,6
9926,재조명되,3,3
9927,재조명받,3,3
9928,재조직,3,3
9929,재즈,4,4
9930,재지팩트,6,6
9931,재진입,2,2
9932,재차,9,9
9933,재출연,2,2
9934,재치,2,2
9935,재킷,3,3
9936,재판매,3,3
9937,재팬,28,32
9938,재편,3,3
9939,재해,2,2
9940,재해석한,6,7
9941,재현,6,6
9942,재확인,8,8
9943,재확인시켰다,2,2
9944,재확인함,3,3
9945,재회,12,12
9946,재회해,2,2
9947,재회했다,2,2
9948,재회했으,3,3
9949,잭스키스,2,2
9950,잭슨,17,17
9951,쟈니,2,2
9952,저녁,4,4
9953,저는,2,2
9954,저동항,2,2
9955,저버,3,3
9956,저변,3,3
9957,저소득,12,12
9958,저소득층,6,6
9959,저스투,2,2
9960,저스틴,4,4
9961,저신뢰,12,12
9962,저우제룬,2,2
9963,저우제충,3,3
9964,저음,2,2
9965,저작권,9,11
9966,저작권료,4,4
9967,저조한,2,2
9968,저크시,2,2
9969,저희,3,3
9970,적극,3,3
9971,적극적,3,3
9972,적극적인,2,2
9973,적립하,3,3
9974,적부터,2,2
9975,적이,6,7
9976,적자,2,2
9977,적재,3,3
9978,적힌,3,3
9979,전개,27,27
9980,전개한다,4,4
9981,전격,2,2
9982,전곡,8,8
9983,전곡항,2,2
9984,전광판,6,6
9985,전국,87,90
9986,전국구,2,2
9987,전국노래자랑,6,6
9988,전국반짝투어,2,2
9989,전국장애인체육대회,2,2
9990,전국재해구호협회,13,13
9991,전국적,2,2
9992,전국체육대회,2,2
9993,전국투어,86,87
9994,전기차,2,2
9995,전날,5,5
9996,전남,10,10
9997,전년,27,30
9998,전달,27,27
9999,전달될,2,2
10000,전달하,7,7
10001,전달했으,4,4
10002,전담,4,4
10003,전당,6,6
10004,전라남,6,7
10005,전라남도,2,2
10006,전람회,8,9
10007,전략,16,18
10008,전략적,2,2
10009,전량,16,16
10010,전력질주,2,2
10011,전례,2,2
10012,전망,3,3
10013,전면,5,5
10014,전무후무한,2,2
10015,전문,24,24
10016,전문매체,9,9
10017,전문지,3,3
10018,전반,14,14
10019,전복,3,3
10020,전부,6,6
10021,전부터,11,11
10022,전북,8,8
10023,전북대학교,4,4
10024,전석,191,191
10025,전설,16,16
10026,전설적인,3,3
10027,전성기,4,4
10028,전성시대,4,4
10029,전소미,7,9
10030,전속,40,40
10031,전속계약,37,37
10032,전속모델,25,26
10033,전시,21,24
10034,전시회,3,6
10035,전액,19,19
10036,전에,4,4
10037,전역,24,25
10038,전역한,2,2
10039,전용,29,29
10040,전원,63,63
10041,전월,8,8
10042,전유진,2,2
10043,전인,11,11
10044,전자신문,4,4
10045,전작,9,9
10046,전재,6,6
10047,전쟁,12,12
10048,전주,21,22
10049,전지적,13,13
10050,전지현,2,2
10051,전참시,2,2
10052,전철,2,2
10053,전체,42,42
10054,전통,14,15
10055,전통주,3,3
10056,전하,40,40
10057,전하자,3,3
10058,전한,8,8
10059,전함,13,13
10060,전해,5,5
10061,전해졌,5,5
10062,전해진,2,2
10063,전했,233,235
10064,전했으,6,6
10065,전향해,3,3
10066,전혀,2,2
10067,전현무,4,4
10068,전화,3,3
10069,전환,12,13
10070,전환되,2,2
10071,전환점,2,2
10072,전환했다,2,2
10073,전회차,2,2
10074,전후,2,2
10075,절대,3,3
10076,절제된,2,2
10077,절차,8,8
10078,절친,2,2
10079,젊고,2,2
10080,젊은,11,13
10081,점과,2,2
10082,점도,2,2
10083,점수,2,2
10084,점에,7,7
10085,점유율,8,8
10086,점은,2,2
10087,점을,10,10
10088,점이,11,11
10089,점핑보아,8,8
10090,접근,18,18
10091,접목한,3,3
10092,접속,7,8
10093,접수,2,2
10094,접점,16,16
10095,접한,4,4
10096,정가,10,10
10097,정관장,6,10
10098,정교한,3,3
10099,정국,9,10
10100,정규,123,124
10101,정규앨범,52,54
10102,정글,4,4
10103,정기,3,3
10104,정기적,7,7
10105,정기적인,2,2
10106,정도,58,59
10107,정도였,2,2
10108,정동원,70,75
10109,정동원길,2,2
10110,정례,3,3
10111,정리,31,31
10112,정리하,3,3
10113,정리한,5,5
10114,정리함,2,2
10115,정리해,7,7
10116,정말,22,22
10117,정범식,2,2
10118,정보,53,55
10119,정부,13,13
10120,정산,2,2
10121,정산금,3,3
10122,정상,27,27
10123,정상곡,2,2
10124,정상급,2,2
10125,정상적인,2,2
10126,정상회,4,5
10127,정샘물,2,2
10128,정서적,3,3
10129,정수기,3,3
10130,정식,63,65
10131,정신,3,3
10132,정연,5,5
10133,정엽,3,3
10134,정오,2,2
10135,정용화,16,18
10136,정우,3,4
10137,정원,7,7
10138,정원삼,2,2
10139,정원초,4,4
10140,정은지,9,9
10141,정재형,2,2
10142,정정,3,3
10143,정준영,4,4
10144,정착,2,2
10145,정찬우,2,2
10146,정채연,5,6
10147,정책,9,9
10148,정체성,15,15
10149,정치적,2,2
10150,정하,2,2
10151,정한,4,4
10152,정형돈,4,4
10153,정화,2,2
10154,정확한,11,11
10155,정확히,2,2
10156,정황,3,3
10157,정회원,3,4
10158,제10회,2,2
10159,제12회,3,3
10160,제14회,3,3
10161,제15회,2,2
10162,제16회,2,2
10163,제17회,3,3
10164,제1회,5,5
10165,제2,2,2
10166,제21회,3,3
10167,제24회,2,2
10168,제25회,3,3
10169,제26회,2,2
10170,제28회,5,5
10171,제29회,3,3
10172,제2회,4,4
10173,제32회,2,2
10174,제36회,2,2
10175,제37회,2,2
10176,제3회,3,3
10177,제40회,3,3
10178,제48차,3,3
10179,제50회,2,2
10180,제5회,3,3
10181,제60회,3,3
10182,제62회,2,2
10183,제7회,2,2
10184,제9대,2,2
10185,제9회,2,2
10186,제가,2,2
10187,제고,3,3
10188,제공,25,25
10189,제공된,2,2
10190,제공하,7,7
10191,제공한다,3,3
10192,제공해,3,3
10193,제공했으,2,2
10194,제기,4,4
10195,제기했다,2,2
10196,제나,7,8
10197,제노,4,4
10198,제니,22,22
10199,제대,8,8
10200,제막식,3,3
10201,제목,144,155
10202,제발,2,2
10203,제시,5,5
10204,제시카,4,4
10205,제안,9,9
10206,제안했,2,2
10207,제약,2,2
10208,제왕,2,2
10209,제외,7,7
10210,제외한,5,5
10211,제이,2,2
10212,제이비,5,5
10213,제이에스티나,2,2
10214,제이홉,9,9
10215,제일,4,4
10216,제임스,15,15
10217,제임슨,2,2
10218,제작,56,57
10219,제작된,2,2
10220,제작발표회,4,4
10221,제작사,4,5
10222,제작자,3,3
10223,제작진,8,8
10224,제작하,3,3
10225,제작한,11,11
10226,제작해,12,12
10227,제조사,3,3
10228,제주,11,18
10229,제주삼다수,3,3
10230,제쳤,2,2
10231,제치,19,19
10232,제품,30,31
10233,제하,20,20
10234,제한,14,14
10235,젝스키스,52,54
10236,젝키,2,3
10237,젠틀맨,2,2
10238,조각,2,3
10239,조건,4,4
10240,조금,4,4
10241,조기,2,2
10242,조르디,2,2
10243,조립식,2,2
10244,조명,39,39
10245,조명받았,2,2
10246,조명하,7,7
10247,조명한,2,2
10248,조명했음,2,2
10249,조미,3,6
10250,조부모,2,2
10251,조비,2,2
10252,조사,23,23
10253,조선대학교,3,3
10254,조성,4,4
10255,조성돼,2,2
10256,조성했으,4,4
10257,조세호,4,4
10258,조소,2,2
10259,조손가정,2,2
10260,조슈아,9,10
10261,조언,3,3
10262,조연,4,4
10263,조용필,54,56
10264,조용히,3,3
10265,조위판,3,3
10266,조율,2,2
10267,조이,8,9
10268,조정,2,2
10269,조정석,4,4
10270,조지,2,2
10271,조직,7,7
10272,조직위원회,2,2
10273,조직적,9,9
10274,조직해,2,2
10275,조직해왔,2,2
10276,조직화,3,3
10277,조째즈,2,2
10278,조퇴금지령,2,2
10279,조합,3,3
10280,조형물,2,2
10281,조회,6,6
10282,조회수,106,112
10283,존경심,2,2
10284,존경하,2,2
10285,존재,12,12
10286,존재감,8,9
10287,존재함,5,5
10288,존재해,2,2
10289,존중,3,3
10290,졸업,6,6
10291,종료,33,38
10292,종료돼,2,2
10293,종료된,3,3
10294,종료하,3,3
10295,종목,2,2
10296,종영,2,2
10297,종영한,2,2
10298,종전,2,2
10299,종편,2,2
10300,종합,18,21
10301,종합체육관,2,2
10302,종현,8,8
10303,종호,3,4
10304,좋겠,3,3
10305,좋냐,3,3
10306,좋다,6,6
10307,좋아,10,10
10308,좋아요,6,6
10309,좋아하,14,14
10310,좋은,11,11
10311,좋지,2,2
10312,좌석,31,33
10313,좌석별,3,3
10314,죄송하,2,2
10315,죄와,2,2
10316,주가,4,5
10317,주간,31,38
10318,주간아이돌,12,12
10319,주간차트,3,3
10320,주거,4,4
10321,주거환경,2,2
10322,주결경,2,2
10323,주경기장,7,7
10324,주고,2,2
10325,주관,5,5
10326,주기,4,4
10327,주도,9,9
10328,주류,10,10
10329,주말,4,4
10330,주말드라마,5,5
10331,주목,6,6
10332,주목받,8,8
10333,주목받았,6,6
10334,주목받았다,2,2
10335,주목할,3,3
10336,주문,3,3
10337,주문했다,2,2
10338,주민,6,6
10339,주민들,5,5
10340,주방가전,2,2
10341,주시,2,2
10342,주식,2,2
10343,주얼리,10,10
10344,주에,2,2
10345,주역,2,2
10346,주연,56,63
10347,주연한,2,2
10348,주요,58,59
10349,주은,3,3
10350,주인,6,6
10351,주인공,16,16
10352,주자,6,6
10353,주저하,6,6
10354,주접,2,2
10355,주제,13,13
10356,주제가,5,5
10357,주제곡,5,6
10358,주제곡으로,2,2
10359,주최,15,15
10360,주최사,2,2
10361,주최하,3,3
10362,주최한,3,3
10363,주한,3,3
10364,주헌,5,5
10365,주현미,2,2
10366,주훈,2,2
10367,죽음,3,4
10368,죽전캠퍼스,2,2
10369,준비,29,29
10370,준비하,6,6
10371,준비한,8,8
10372,준비했,2,2
10373,준비했다,2,2
10374,준비했으,2,2
10375,준우승,4,4
10376,줄게,7,7
10377,줄을,2,2
10378,중계,5,5
10379,중국,183,226
10380,중국계,2,2
10381,중국신문망,2,2
10382,중국신설창,2,2
10383,중국어,25,25
10384,중국어권,5,5
10385,중국어권에서,2,2
10386,중국인,5,5
10387,중남미,6,7
10388,중년,2,2
10389,중단,12,12
10390,중단하,3,3
10391,중단한,2,2
10392,중단한다,2,2
10393,중단했다,4,4
10394,중단했으,2,2
10395,중독,3,3
10396,중독된,2,2
10397,중문,2,2
10398,중문판,2,2
10399,중반,2,2
10400,중심,28,28
10401,중앙대,3,3
10402,중에,11,11
10403,중에서,2,2
10404,중요성,2,2
10405,중요한,3,3
10406,중이,43,43
10407,중이던,5,5
10408,중이라,23,23
10409,중인,21,21
10410,중임,6,6
10411,중장년층,5,5
10412,중학교,4,4
10413,중한,3,3
10414,중화권,23,24
10415,줬다,3,4
10416,쥐뿔,5,5
10417,즈후,5,5
10418,즉각,6,6
10419,즉각적인,4,4
10420,즉석,4,4
10421,즉시,24,24
10422,즉흥,3,3
10423,즐거운,4,4
10424,즐거워,2,2
10425,즐겁게,2,2
10426,즐겨,2,2
10427,즐기,4,4
10428,증가,16,19
10429,증가하,2,2
10430,증가한,4,4
10431,증가했,4,4
10432,증가했다,3,3
10433,증가했으,5,5
10434,증명,2,2
10435,증정,4,4
10436,증정하,2,2
10437,지구,4,4
10438,지구미,9,10
10439,지구영상제,3,3
10440,지구오락실,2,2
10441,지금,14,14
10442,지금까지,2,2
10443,지금껏,2,2
10444,지기,2,2
10445,지나,6,6
10446,지나가면,2,2
10447,지나치게,2,2
10448,지난,24,24
10449,지난달,2,2
10450,지난해,7,7
10451,지내,3,3
10452,지녔다,2,2
10453,지누션,3,3
10454,지니,16,16
10455,지닌,7,7
10456,지드래곤,99,101
10457,지디월드,2,2
10458,지르,2,2
10459,지명,5,5
10460,지목,2,2
10461,지민,9,10
10462,지바,9,10
10463,지방,20,20
10464,지방시,5,5
10465,지부,3,3
10466,지붕킥,2,3
10467,지상파,28,31
10468,지성,2,2
10469,지속,21,21
10470,지속가능발전목표,2,2
10471,지속되,2,2
10472,지속적,50,50
10473,지속적인,14,14
10474,지속하,8,8
10475,지수,18,18
10476,지역,161,169
10477,지역경제,4,4
10478,지역별,2,2
10479,지역사회,8,8
10480,지역아동센터,4,4
10481,지역에서,2,2
10482,지역축제,3,3
10483,지연,2,2
10484,지연민트향기,2,2
10485,지오디,7,7
10486,지우,5,5
10487,지원,84,93
10488,지원금,2,2
10489,지원사격,3,3
10490,지원자,3,3
10491,지원하,8,8
10492,지원하기,2,2
10493,지원한,3,3
10494,지웰시티,3,3
10495,지위,4,4
10496,지인,3,3
10497,지자체,15,15
10498,지적,3,3
10499,지정,5,5
10500,지정석,2,2
10501,지젤,9,10
10502,지지,32,32
10503,지진,10,10
10504,지출,2,2
10505,지친,2,2
10506,지칭,6,6
10507,지켜츄,4,4
10508,지켰,5,5
10509,지켰다,2,2
10510,지코,68,73
10511,지키,5,5
10512,지킬,4,4
10513,지평선,8,8
10514,지표,7,7
10515,지하철,12,12
10516,지호,3,3
10517,지회,2,3
10518,지효,9,9
10519,지훈,2,2
10520,직속,2,2
10521,직원,4,4
10522,직장,2,2
10523,직장인들,6,7
10524,직전,7,7
10525,직접,155,157
10526,직접소비,2,2
10527,직접적,4,4
10528,직캠,7,7
10529,직후,43,44
10530,직후인,4,4
10531,진단,4,4
10532,진도,7,10
10533,진도군,15,17
10534,진로,3,4
10535,진솔한,4,4
10536,진실,2,2
10537,진심,2,2
10538,진영,6,6
10539,진의,3,3
10540,진이,5,5
10541,진입,80,83
10542,진입하,4,4
10543,진입한,5,5
10544,진입해,8,8
10545,진입했,4,4
10546,진입했다,4,4
10547,진입했으,12,12
10548,진정,2,2
10549,진정성,3,3
10550,진주시,4,6
10551,진짜,15,15
10552,진출,38,38
10553,진출해,4,4
10554,진학,2,2
10555,진한,2,2
10556,진행,252,254
10557,진행돼,3,3
10558,진행됐,3,3
10559,진행됐다,5,5
10560,진행됐으,4,4
10561,진행되,7,7
10562,진행되었,4,4
10563,진행되었으,2,2
10564,진행된,14,14
10565,진행된다,3,3
10566,진행자,15,15
10567,진행하,13,13
10568,진행한,20,21
10569,진행한다,7,7
10570,진행할,4,4
10571,진행함,6,6
10572,진행해,11,11
10573,진행해온,3,3
10574,진행해왔,2,2
10575,진행했,9,9
10576,진행했는데,2,2
10577,진행했다,11,11
10578,진행했으,15,15
10579,질렀,2,2
10580,질문,9,10
10581,짐빔,4,4
10582,집결,3,3
10583,집계,35,36
10584,집계되었,3,3
10585,집계된,5,5
10586,집과,2,2
10587,집단,2,2
10588,집단적,2,2
10589,집사부일체,3,3
10590,집에,4,4
10591,집중하,2,2
10592,집중호우,4,4
10593,짓이,3,3
10594,징역,2,2
10595,짚었,2,2
10596,짠짜라,2,2
10597,짧은,6,6
10598,쯔위,24,27
10599,찍고,2,2
10600,찍었,2,2
10601,찍은,3,3
10602,찐밤팅,5,5
10603,찐이야,6,6
10604,찐팬,2,2
10605,차단,10,10
10606,차량,3,4
10607,차례,33,33
10608,차린건,5,5
10609,차림,3,3
10610,차별화된,3,3
10611,차세대,4,4
10612,차에,5,5
10613,차원,10,10
10614,차이,4,4
10615,차쥐뿔,2,2
10616,차지,92,92
10617,차지하,5,5
10618,차지한,8,9
10619,차지해,2,2
10620,차지했,12,12
10621,차지했는데,2,2
10622,차지했다,10,10
10623,차지했으,21,21
10624,차트,269,310
10625,차트에서,10,10
10626,차트인,9,10
10627,착각할,2,2
10628,착용,3,3
10629,착용하,3,3
10630,착용한,4,4
10631,착용해,2,2
10632,착용했으,2,2
10633,착한팬클럽,3,3
10634,찬가,3,3
10635,찬란하,5,5
10636,찬란한,3,3
10637,찬스,12,12
10638,찬스타,4,4
10639,찬열,7,9
10640,찰리,3,3
10641,참가,9,9
10642,참가자,13,14
10643,참가해,7,7
10644,참견,12,12
10645,참고,3,3
10646,참사,4,4
10647,참석,32,33
10648,참석하,4,4
10649,참석한,4,4
10650,참석해,17,17
10651,참석했다,5,5
10652,참석했으,5,5
10653,참여,208,209
10654,참여곡,2,2
10655,참여시켰,5,5
10656,참여하,10,10
10657,참여한,27,27
10658,참여한다,2,2
10659,참여해,45,45
10660,참여해왔,2,2
10661,참여했,7,7
10662,참여했다,11,11
10663,참여했으,21,21
10664,참여형,9,9
10665,참이슬,3,3
10666,찼다,4,4
10667,창구,2,2
10668,창단,7,7
10669,창단식,3,3
10670,창립,16,16
10671,창법,3,3
10672,창사,6,10
10673,창원,7,7
10674,창작,6,6
10675,창출,3,3
10676,창출하,2,2
10677,창출함,2,2
10678,찾기,2,2
10679,찾는,2,2
10680,찾아,11,11
10681,찾아온,2,2
10682,찾았,3,3
10683,찾은,3,3
10684,채널,149,166
10685,채널a,9,9
10686,채동하,5,5
10687,채령,2,2
10688,채영,11,13
10689,채우,4,4
10690,채운,4,4
10691,채움,2,2
10692,채웠,6,6
10693,채팅방,2,3
10694,책임감,3,3
10695,책정,3,3
10696,챌린지,13,14
10697,챕터,2,2
10698,챙기자,3,3
10699,처리,2,2
10700,처음,116,117
10701,처음이라,5,5
10702,천국보,4,4
10703,천옥,2,2
10704,천우희,5,5
10705,천재,3,3
10706,철거,2,2
10707,철원,4,4
10708,철저함,2,2
10709,철학,6,6
10710,첫날,28,28
10711,첫날에,3,3
10712,첫날인,2,2
10713,첫눈,3,3
10714,첫사랑,3,3
10715,첫주,7,7
10716,첫해,2,2
10717,청각장애,2,2
10718,청각장애인,2,2
10719,청년,11,11
10720,청년층,2,2
10721,청량한,2,2
10722,청룡영화상,2,2
10723,청바지,2,2
10724,청소년,31,33
10725,청소년들,3,3
10726,청순,2,2
10727,청와대,5,6
10728,청주,5,5
10729,청춘,6,6
10730,청취자,4,4
10731,청하,54,57
10732,체감했다,2,2
10733,체결,24,24
10734,체결했다,3,3
10735,체결했으,2,2
10736,체계,6,6
10737,체계적,4,4
10738,체념,2,2
10739,체류,3,3
10740,체육,2,2
10741,체육관,3,3
10742,체제,25,25
10743,체조경기장,16,17
10744,체질,2,2
10745,체크인,2,2
10746,체크카드,3,3
10747,체험,3,3
10748,첸과,3,3
10749,첸백시,3,3
10750,초고속,18,18
10751,초과,3,3
10752,초기,21,22
10753,초단,4,4
10754,초대,15,15
10755,초대가수,2,2
10756,초대하,2,2
10757,초대해,3,3
10758,초대형,2,2
10759,초동,92,110
10760,초등학교,2,2
10761,초록우산,7,7
10762,초록우산어린이재단,9,9
10763,초롱,2,2
10764,초반,2,2
10765,초부터,11,11
10766,초연,2,2
10767,초청,20,20
10768,초청돼,3,3
10769,초청해,2,2
10770,초코콘,2,2
10771,초콜릿,2,2
10772,초호화,2,2
10773,초혼,2,2
10774,초화,6,6
10775,촉진,3,3
10776,촌뜨기들,3,3
10777,총공,2,2
10778,총괄,4,5
10779,총리,2,2
10780,총매출,2,2
10781,총통,2,2
10782,총학생회,2,2
10783,촬영,67,67
10784,촬영된,3,3
10785,촬영하,2,2
10786,촬영한,8,8
10787,촬영해,2,2
10788,촬영했다,4,4
10789,최강,2,2
10790,최강창민,14,14
10791,최고,152,156
10792,최고액,3,3
10793,최고치,3,3
10794,최근,20,20
10795,최다,80,81
10796,최다인,5,5
10797,최단,25,25
10798,최단기간,6,6
10799,최단시간,2,2
10800,최대,54,54
10801,최민환,2,2
10802,최선,3,3
10803,최소,5,5
10804,최속,6,6
10805,최수민,2,2
10806,최시원,3,3
10807,최신,4,4
10808,최애,5,5
10809,최연소,9,9
10810,최예나,51,54
10811,최우수,14,14
10812,최우수상,3,3
10813,최유정,3,3
10814,최자,7,7
10815,최자로드,3,3
10816,최장,6,6
10817,최장수,2,2
10818,최저,4,4
10819,최정훈,10,12
10820,최종,36,36
10821,최종편,2,2
10822,최종회,3,3
10823,최종훈,2,2
10824,최초,335,353
10825,최초이자,4,4
10826,추가,71,74
10827,추가공연,2,2
10828,추가했다,2,2
10829,추며,3,3
10830,추모,5,5
10831,추모하,2,2
10832,추산,5,5
10833,추석,9,9
10834,추석특집,4,4
10835,추성훈,3,3
10836,추억,18,18
10837,추적,4,4
10838,추적하,3,3
10839,추정,14,15
10840,추정된,3,3
10841,추진,6,6
10842,추천,3,3
10843,추첨,5,5
10844,추첨제,2,2
